,date,item_cnt_day,item_cnt_day_59,item_cnt_day_25,item_cnt_day_24,item_cnt_day_23,item_cnt_day_19,item_cnt_day_22,item_cnt_day_18,item_cnt_day_21,item_cnt_day_28,item_cnt_day_27,item_cnt_day_29,item_cnt_day_26,item_cnt_day_4,item_cnt_day_6,item_cnt_day_2,item_cnt_day_3,item_cnt_day_7,item_cnt_day_0,item_cnt_day_1,item_cnt_day_16,item_cnt_day_15,item_cnt_day_8,item_cnt_day_10,item_cnt_day_14,item_cnt_day_13,item_cnt_day_12,item_cnt_day_53,item_cnt_day_31,item_cnt_day_30,item_cnt_day_32,item_cnt_day_35,item_cnt_day_56,item_cnt_day_54,item_cnt_day_47,item_cnt_day_50,item_cnt_day_42,item_cnt_day_43,item_cnt_day_52,item_cnt_day_51,item_cnt_day_41,item_cnt_day_38,item_cnt_day_44,item_cnt_day_37,item_cnt_day_46,item_cnt_day_45,item_cnt_day_5,item_cnt_day_57,item_cnt_day_58,item_cnt_day_55,item_cnt_day_17,item_cnt_day_9,item_cnt_day_49,item_cnt_day_39,item_cnt_day_40,item_cnt_day_48,item_cnt_day_34,item_cnt_day_33,item_cnt_day_20,item_cnt_day_11,item_cnt_day_36
10,2013-05-04,80.0,3.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,9.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2013-05-05,85.0,6.0,0.0,0.0,0.0,6.0,1.0,10.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2013-05-06,58.0,1.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2013-05-07,78.0,3.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,13.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2013-05-08,85.0,4.0,0.0,0.0,0.0,4.0,14.0,10.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2013-05-09,65.0,2.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,14.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2013-05-10,109.0,3.0,0.0,1.0,0.0,4.0,4.0,9.0,0.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2013-05-11,110.0,4.0,0.0,0.0,0.0,3.0,2.0,13.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,1.0,15.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2013-05-12,120.0,2.0,1.0,0.0,0.0,6.0,2.0,9.0,0.0,26.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2013-05-13,55.0,1.0,0.0,0.0,0.0,6.0,4.0,3.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2013-05-14,54.0,3.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2013-05-15,86.0,2.0,0.0,0.0,0.0,4.0,8.0,7.0,1.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,3.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2013-05-16,65.0,1.0,0.0,1.0,0.0,3.0,4.0,5.0,0.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2013-05-17,172.0,14.0,0.0,0.0,0.0,4.0,18.0,17.0,0.0,11.0,0.0,8.0,13.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,1.0,20.0,2.0,0.0,1.0,0.0,5.0,7.0,2.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2013-05-18,203.0,6.0,0.0,0.0,0.0,8.0,5.0,20.0,0.0,23.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,6.0,4.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,42.0,8.0,0.0,1.0,0.0,1.0,7.0,5.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2013-05-19,155.0,2.0,1.0,0.0,0.0,4.0,3.0,14.0,0.0,18.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,28.0,13.0,0.0,0.0,0.0,1.0,5.0,9.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2013-05-20,92.0,2.0,0.0,2.0,0.0,4.0,4.0,5.0,0.0,5.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,13.0,4.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2013-05-21,112.0,1.0,0.0,0.0,0.0,2.0,15.0,7.0,1.0,2.0,0.0,6.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,20.0,3.0,0.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2013-05-22,102.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,25.0,3.0,0.0,0.0,0.0,15.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2013-05-23,128.0,6.0,0.0,0.0,0.0,3.0,5.0,6.0,2.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,26.0,10.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2013-05-24,149.0,4.0,0.0,0.0,0.0,3.0,6.0,7.0,4.0,10.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,42.0,8.0,0.0,1.0,1.0,19.0,2.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2013-05-25,205.0,9.0,2.0,1.0,0.0,5.0,1.0,12.0,2.0,32.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,4.0,0.0,5.0,20.0,15.0,0.0,0.0,0.0,32.0,9.0,0.0,1.0,0.0,2.0,3.0,8.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2013-05-26,215.0,5.0,3.0,1.0,0.0,4.0,3.0,12.0,1.0,36.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,2.0,0.0,8.0,27.0,6.0,0.0,0.0,0.0,37.0,5.0,0.0,0.0,0.0,3.0,4.0,13.0,1.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2013-05-27,105.0,2.0,1.0,1.0,0.0,2.0,10.0,3.0,0.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,13.0,7.0,0.0,0.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2013-05-28,139.0,5.0,12.0,1.0,0.0,3.0,9.0,9.0,4.0,15.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,22.0,7.0,0.0,0.0,2.0,11.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2013-05-29,158.0,4.0,24.0,4.0,0.0,3.0,12.0,7.0,3.0,14.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,29.0,5.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2013-05-30,184.0,4.0,21.0,3.0,0.0,5.0,7.0,9.0,1.0,9.0,0.0,5.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,30.0,6.0,1.0,2.0,1.0,25.0,4.0,0.0,1.0,3.0,4.0,1.0,3.0,0.0,4.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2013-05-31,224.0,6.0,16.0,5.0,0.0,6.0,8.0,7.0,5.0,18.0,0.0,5.0,5.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,6.0,33.0,8.0,2.0,7.0,2.0,14.0,13.0,2.0,10.0,3.0,3.0,0.0,9.0,1.0,2.0,0.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2013-06-01,397.0,3.0,29.0,10.0,0.0,9.0,5.0,18.0,1.0,41.0,0.0,7.0,4.0,0.0,10.0,0.0,1.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,8.0,3.0,0.0,7.0,29.0,12.0,3.0,10.0,2.0,40.0,10.0,20.0,24.0,4.0,2.0,5.0,6.0,3.0,3.0,6.0,10.0,7.0,4.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2013-06-02,315.0,3.0,37.0,7.0,0.0,5.0,1.0,4.0,3.0,23.0,0.0,8.0,8.0,0.0,6.0,4.0,4.0,6.0,0.0,0.0,7.0,3.0,0.0,0.0,9.0,1.0,0.0,4.0,25.0,9.0,3.0,5.0,6.0,37.0,12.0,14.0,11.0,2.0,5.0,4.0,4.0,0.0,2.0,8.0,8.0,2.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2013-06-03,207.0,7.0,19.0,6.0,0.0,3.0,3.0,2.0,0.0,8.0,0.0,1.0,9.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,9.0,1.0,0.0,5.0,21.0,2.0,3.0,4.0,1.0,19.0,4.0,4.0,5.0,3.0,1.0,1.0,4.0,1.0,0.0,7.0,7.0,6.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2013-06-04,235.0,2.0,17.0,6.0,0.0,0.0,8.0,15.0,2.0,10.0,0.0,3.0,4.0,0.0,10.0,1.0,1.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,8.0,2.0,0.0,2.0,25.0,6.0,3.0,3.0,4.0,19.0,6.0,7.0,16.0,1.0,6.0,2.0,1.0,0.0,0.0,6.0,5.0,2.0,2.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2013-06-05,246.0,6.0,22.0,4.0,0.0,3.0,8.0,1.0,7.0,14.0,0.0,7.0,4.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,8.0,28.0,5.0,4.0,3.0,4.0,19.0,9.0,12.0,7.0,5.0,3.0,1.0,5.0,1.0,0.0,7.0,10.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2013-06-06,239.0,5.0,32.0,7.0,0.0,2.0,8.0,9.0,3.0,12.0,0.0,6.0,4.0,1.0,9.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,6.0,5.0,0.0,5.0,23.0,3.0,1.0,3.0,2.0,22.0,4.0,6.0,13.0,2.0,4.0,1.0,5.0,1.0,0.0,7.0,6.0,1.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2013-06-07,328.0,3.0,36.0,6.0,0.0,7.0,8.0,6.0,4.0,10.0,0.0,10.0,9.0,1.0,8.0,0.0,1.0,2.0,0.0,0.0,7.0,6.0,0.0,0.0,11.0,4.0,0.0,4.0,34.0,9.0,5.0,5.0,6.0,20.0,2.0,9.0,21.0,15.0,3.0,2.0,8.0,1.0,2.0,5.0,8.0,0.0,7.0,9.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2013-06-08,387.0,12.0,33.0,10.0,0.0,5.0,13.0,18.0,4.0,37.0,0.0,10.0,4.0,0.0,11.0,1.0,3.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,7.0,6.0,0.0,6.0,35.0,13.0,2.0,8.0,8.0,25.0,7.0,10.0,12.0,6.0,3.0,1.0,8.0,1.0,2.0,11.0,8.0,0.0,4.0,18.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2013-06-09,306.0,3.0,29.0,12.0,0.0,5.0,4.0,12.0,4.0,26.0,0.0,6.0,6.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,4.0,2.0,0.0,3.0,20.0,8.0,2.0,2.0,11.0,26.0,12.0,8.0,15.0,3.0,1.0,0.0,7.0,1.0,1.0,10.0,6.0,0.0,3.0,13.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2013-06-10,213.0,2.0,20.0,8.0,0.0,3.0,3.0,5.0,4.0,12.0,0.0,9.0,5.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,4.0,1.0,0.0,2.0,16.0,6.0,3.0,4.0,5.0,9.0,2.0,10.0,14.0,4.0,1.0,2.0,8.0,1.0,1.0,7.0,5.0,0.0,4.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2013-06-11,242.0,5.0,19.0,4.0,0.0,3.0,5.0,5.0,9.0,20.0,0.0,5.0,8.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,9.0,3.0,0.0,1.0,4.0,3.0,0.0,6.0,27.0,5.0,4.0,5.0,4.0,13.0,10.0,6.0,11.0,4.0,2.0,0.0,3.0,0.0,2.0,4.0,6.0,1.0,3.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2013-06-12,342.0,6.0,31.0,10.0,0.0,5.0,2.0,9.0,4.0,24.0,0.0,11.0,1.0,0.0,5.0,1.0,1.0,5.0,0.0,0.0,8.0,3.0,0.0,0.0,4.0,1.0,0.0,8.0,31.0,11.0,0.0,9.0,7.0,47.0,6.0,13.0,22.0,2.0,1.0,0.0,7.0,2.0,0.0,12.0,12.0,0.0,1.0,9.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
